X;_SDV1 PI: ELEM-1;_SDV1 PI: ELEM-1;_SDV1 PI: ELEM-1;_SDV1 PI: ELEM-1E: 3 N: 4;_SDV2 PI: ELEM-1E: 3 N: 1;_SDV2 PI: ELEM-1E: 3 N: 2;_SDV2 PI: ELEM-1E: 3 N: 3;_SDV2 PI: ELEM-1E: 3 N: 4;_SDV6 PI: ELEM-1E: 3 N: 1;_SDV6 PI: ELEM-1E: 3 N: 2;_SDV6 PI: ELEM-1E: 3 N: 3;_SDV6 PI: ELEM-1E: 3 N: 4;_SDV7 PI: ELEM-1E: 3 N: 1;_SDV7 PI: ELEM-1E: 3 N: 2;_SDV7 PI: ELEM-1E: 3 N: 3;_SDV7 PI: ELEM-1E: 3 N: 4;_SDV15 PI: ELEM-1E: 3 N: 1;_SDV15 PI: ELEM-1E: 3 N: 2;_SDV15 PI: ELEM-1E: 3 N: 3;_SDV15 PI: ELEM-1E: 3 N: 4;_SDV16 PI: ELEM-1E: 3 N: 1;_SDV16 PI: ELEM-1E: 3 N: 2;_SDV16 PI: ELEM-1E: 3 N: 3;_SDV16 PI: ELEM-1E: 3 N: 4;_RF:RF2 PI: ELEM-1 N: 1;_RF:RF2 PI: ELEM-1 N: 2;_RF:RF2 PI: ELEM-1 N: 3;_RF:RF2 PI: ELEM-1 N: 4;_U:U2 PI: ELEM-1N: 1;_U:U2 PI: ELEM-1N: 2;_U:U2 PI: ELEM-1N: 3;_U:U2 PI: ELEM-1N: 4
5.83E-01;5.27E-38;-5.27E-38;5.27E-38;-5.27E-38;4.66E-10;9.31E-10;3.05E-02;3.05E-02;9.79E-02;9.79E-02;9.79E-02;9.79E-02;2.28E-01;2.28E-01;2.28E-01;2.28E-01;8.39E-01;8.39E-01;8.39E-01;8.39E-01;1.30E-01;1.30E-01;1.30E-01;1.30E-01;-1.14E-01;-1.14E-01;1.14E-01;1.14E-01;1.14E-37;1.14E-37;3.05E-02;3.05E-02
5.84E-01;5.20E-38;-5.20E-38;5.20E-38;-5.20E-38;2.33E-10;0;3.07E-02;3.07E-02;9.66E-02;9.66E-02;9.66E-02;9.66E-02;2.25E-01;2.25E-01;2.25E-01;2.25E-01;8.40E-01;8.40E-01;8.40E-01;8.40E-01;1.31E-01;1.31E-01;1.31E-01;1.31E-01;-1.13E-01;-1.13E-01;1.13E-01;1.13E-01;1.13E-37;1.13E-37;3.07E-02;3.07E-02
5.85E-01;5.14E-38;-5.14E-38;5.14E-38;-5.14E-38;2.33E-10;0;3.08E-02;3.08E-02;9.53E-02;9.53E-02;9.53E-02;9.53E-02;2.22E-01;2.22E-01;2.22E-01;2.22E-01;8.42E-01;8.42E-01;8.42E-01;8.42E-01;1.33E-01;1.33E-01;1.33E-01;1.33E-01;-1.11E-01;-1.11E-01;1.11E-01;1.11E-01;1.11E-37;1.11E-37;3.08E-02;3.08E-02
5.86E-01;5.07E-38;-5.07E-38;5.07E-38;-5.07E-38;4.66E-10;9.31E-10;3.10E-02;3.10E-02;9.41E-02;9.41E-02;9.41E-02;9.41E-02;2.20E-01;2.20E-01;2.20E-01;2.20E-01;8.43E-01;8.43E-01;8.43E-01;8.43E-01;1.34E-01;1.34E-01;1.34E-01;1.34E-01;-1.10E-01;-1.10E-01;1.10E-01;1.10E-01;1.10E-37;1.10E-37;3.10E-02;3.10E-02
5.87E-01;5.00E-38;-5.00E-38;5.00E-38;-5.00E-38;2.33E-10;0;3.12E-02;3.12E-02;9.29E-02;9.29E-02;9.29E-02;9.29E-02;2.17E-01;2.17E-01;2.17E-01;2.17E-01;8.45E-01;8.45E-01;8.45E-01;8.45E-01;1.36E-01;1.36E-01;1.36E-01;1.36E-01;-1.08E-01;-1.08E-01;1.08E-01;1.08E-01;1.08E-37;1.08E-37;3.12E-02;3.12E-02
5.88E-01;4.94E-38;-4.94E-38;4.94E-38;-4.94E-38;-4.66E-10;0;3.13E-02;3.13E-02;9.17E-02;9.17E-02;9.17E-02;9.17E-02;2.14E-01;2.14E-01;2.14E-01;2.14E-01;8.46E-01;8.46E-01;8.46E-01;8.46E-01;1.37E-01;1.37E-01;1.37E-01;1.37E-01;-1.07E-01;-1.07E-01;1.07E-01;1.07E-01;1.07E-37;1.07E-37;3.13E-02;3.13E-02
5.89E-01;4.88E-38;-4.88E-38;4.88E-38;-4.88E-38;1.40E-09;9.31E-10;3.15E-02;3.15E-02;9.06E-02;9.06E-02;9.06E-02;9.06E-02;2.11E-01;2.11E-01;2.11E-01;2.11E-01;8.47E-01;8.47E-01;8.47E-01;8.47E-01;1.39E-01;1.39E-01;1.39E-01;1.39E-01;-1.06E-01;-1.06E-01;1.06E-01;1.06E-01;1.06E-37;1.06E-37;3.15E-02;3.15E-02
5.90E-01;4.82E-38;-4.82E-38;4.82E-38;-4.82E-38;4.66E-10;9.31E-10;3.17E-02;3.17E-02;8.94E-02;8.94E-02;8.94E-02;8.94E-02;2.09E-01;2.09E-01;2.09E-01;2.09E-01;8.49E-01;8.49E-01;8.49E-01;8.49E-01;1.40E-01;1.40E-01;1.40E-01;1.40E-01;-1.04E-01;-1.04E-01;1.04E-01;1.04E-01;1.04E-37;1.04E-37;3.17E-02;3.17E-02
5.91E-01;4.75E-38;-4.75E-38;4.75E-38;-4.75E-38;4.66E-10;0;3.18E-02;3.18E-02;8.83E-02;8.83E-02;8.83E-02;8.83E-02;2.06E-01;2.06E-01;2.06E-01;2.06E-01;8.50E-01;8.50E-01;8.50E-01;8.50E-01;1.42E-01;1.42E-01;1.42E-01;1.42E-01;-1.03E-01;-1.03E-01;1.03E-01;1.03E-01;1.03E-37;1.03E-37;3.18E-02;3.18E-02
5.92E-01;4.69E-38;-4.69E-38;4.69E-38;-4.69E-38;-2.33E-10;0;3.20E-02;3.20E-02;8.72E-02;8.72E-02;8.72E-02;8.72E-02;2.03E-01;2.03E-01;2.03E-01;2.03E-01;8.51E-01;8.51E-01;8.51E-01;8.51E-01;1.43E-01;1.43E-01;1.43E-01;1.43E-01;-1.02E-01;-1.02E-01;1.02E-01;1.02E-01;1.02E-37;1.02E-37;3.20E-02;3.20E-02
5.93E-01;4.64E-38;-4.64E-38;4.64E-38;-4.64E-38;-4.66E-10;-9.31E-10;3.22E-02;3.22E-02;8.61E-02;8.61E-02;8.61E-02;8.61E-02;2.01E-01;2.01E-01;2.01E-01;2.01E-01;8.53E-01;8.53E-01;8.53E-01;8.53E-01;1.45E-01;1.45E-01;1.45E-01;1.45E-01;-1.00E-01;-1.00E-01;1.00E-01;1.00E-01;1.00E-37;1.00E-37;3.22E-02;3.22E-02
5.94E-01;4.58E-38;-4.58E-38;4.58E-38;-4.58E-38;6.98E-10;9.31E-10;3.23E-02;3.23E-02;8.50E-02;8.50E-02;8.50E-02;8.50E-02;1.98E-01;1.98E-01;1.98E-01;1.98E-01;8.54E-01;8.54E-01;8.54E-01;8.54E-01;1.46E-01;1.46E-01;1.46E-01;1.46E-01;-9.91E-02;-9.91E-02;9.91E-02;9.91E-02;9.91E-38;9.91E-38;3.23E-02;3.23E-02
5.95E-01;4.52E-38;-4.52E-38;4.52E-38;-4.52E-38;6.98E-10;9.31E-10;3.25E-02;3.25E-02;8.39E-02;8.39E-02;8.39E-02;8.39E-02;1.96E-01;1.96E-01;1.96E-01;1.96E-01;8.55E-01;8.55E-01;8.55E-01;8.55E-01;1.48E-01;1.48E-01;1.48E-01;1.48E-01;-9.79E-02;-9.79E-02;9.79E-02;9.79E-02;9.79E-38;9.79E-38;3.25E-02;3.25E-02
5.96E-01;4.46E-38;-4.46E-38;4.46E-38;-4.46E-38;4.66E-10;9.31E-10;3.27E-02;3.27E-02;8.29E-02;8.29E-02;8.29E-02;8.29E-02;1.93E-01;1.93E-01;1.93E-01;1.93E-01;8.57E-01;8.57E-01;8.57E-01;8.57E-01;1.49E-01;1.49E-01;1.49E-01;1.49E-01;-9.67E-02;-9.67E-02;9.67E-02;9.67E-02;9.67E-38;9.67E-38;3.27E-02;3.27E-02
5.97E-01;4.41E-38;-4.41E-38;4.41E-38;-4.41E-38;-2.33E-10;0;3.28E-02;3.28E-02;8.18E-02;8.18E-02;8.18E-02;8.18E-02;1.91E-01;1.91E-01;1.91E-01;1.91E-01;8.58E-01;8.58E-01;8.58E-01;8.58E-01;1.51E-01;1.51E-01;1.51E-01;1.51E-01;-9.55E-02;-9.55E-02;9.55E-02;9.55E-02;9.55E-38;9.55E-38;3.28E-02;3.28E-02
5.98E-01;4.35E-38;-4.35E-38;4.35E-38;-4.35E-38;6.98E-10;9.31E-10;3.30E-02;3.30E-02;8.08E-02;8.08E-02;8.08E-02;8.08E-02;1.89E-01;1.89E-01;1.89E-01;1.89E-01;8.59E-01;8.59E-01;8.59E-01;8.59E-01;1.52E-01;1.52E-01;1.52E-01;1.52E-01;-9.43E-02;-9.43E-02;9.43E-02;9.43E-02;9.43E-38;9.43E-38;3.30E-02;3.30E-02
5.99E-01;4.30E-38;-4.30E-38;4.30E-38;-4.30E-38;-2.33E-10;0;3.32E-02;3.32E-02;7.98E-02;7.98E-02;7.98E-02;7.98E-02;1.86E-01;1.86E-01;1.86E-01;1.86E-01;8.60E-01;8.60E-01;8.60E-01;8.60E-01;1.54E-01;1.54E-01;1.54E-01;1.54E-01;-9.31E-02;-9.31E-02;9.31E-02;9.31E-02;9.31E-38;9.31E-38;3.32E-02;3.32E-02
6.00E-01;4.25E-38;-4.25E-38;4.25E-38;-4.25E-38;6.98E-10;9.31E-10;3.33E-02;3.33E-02;7.88E-02;7.88E-02;7.88E-02;7.88E-02;1.84E-01;1.84E-01;1.84E-01;1.84E-01;8.61E-01;8.61E-01;8.61E-01;8.61E-01;1.55E-01;1.55E-01;1.55E-01;1.55E-01;-9.20E-02;-9.20E-02;9.20E-02;9.20E-02;9.20E-38;9.20E-38;3.33E-02;3.33E-02
6.01E-01;4.19E-38;-4.19E-38;4.19E-38;-4.19E-38;0;0;3.35E-02;3.35E-02;7.79E-02;7.79E-02;7.79E-02;7.79E-02;1.82E-01;1.82E-01;1.82E-01;1.82E-01;8.63E-01;8.63E-01;8.63E-01;8.63E-01;1.57E-01;1.57E-01;1.57E-01;1.57E-01;-9.09E-02;-9.09E-02;9.09E-02;9.09E-02;9.09E-38;9.09E-38;3.35E-02;3.35E-02
6.02E-01;4.14E-38;-4.14E-38;4.14E-38;-4.14E-38;-2.33E-10;0;3.37E-02;3.37E-02;7.69E-02;7.69E-02;7.69E-02;7.69E-02;1.79E-01;1.79E-01;1.79E-01;1.79E-01;8.64E-01;8.64E-01;8.64E-01;8.64E-01;1.59E-01;1.59E-01;1.59E-01;1.59E-01;-8.97E-02;-8.97E-02;8.97E-02;8.97E-02;8.97E-38;8.97E-38;3.37E-02;3.37E-02
6.03E-01;4.09E-38;-4.09E-38;4.09E-38;-4.09E-38;0;0;3.38E-02;3.38E-02;7.60E-02;7.60E-02;7.60E-02;7.60E-02;1.77E-01;1.77E-01;1.77E-01;1.77E-01;8.65E-01;8.65E-01;8.65E-01;8.65E-01;1.60E-01;1.60E-01;1.60E-01;1.60E-01;-8.86E-02;-8.86E-02;8.86E-02;8.86E-02;8.86E-38;8.86E-38;3.38E-02;3.38E-02
6.04E-01;4.04E-38;-4.04E-38;4.04E-38;-4.04E-38;9.31E-10;9.31E-10;3.40E-02;3.40E-02;7.51E-02;7.51E-02;7.51E-02;7.51E-02;1.75E-01;1.75E-01;1.75E-01;1.75E-01;8.66E-01;8.66E-01;8.66E-01;8.66E-01;1.62E-01;1.62E-01;1.62E-01;1.62E-01;-8.76E-02;-8.76E-02;8.76E-02;8.76E-02;8.76E-38;8.76E-38;3.40E-02;3.40E-02
6.05E-01;3.99E-38;-3.99E-38;3.99E-38;-3.99E-38;0;0;3.42E-02;3.42E-02;7.41E-02;7.41E-02;7.41E-02;7.41E-02;1.73E-01;1.73E-01;1.73E-01;1.73E-01;8.67E-01;8.67E-01;8.67E-01;8.67E-01;1.63E-01;1.63E-01;1.63E-01;1.63E-01;-8.65E-02;-8.65E-02;8.65E-02;8.65E-02;8.65E-38;8.65E-38;3.42E-02;3.42E-02
6.06E-01;3.95E-38;-3.95E-38;3.95E-38;-3.95E-38;9.31E-10;9.31E-10;3.43E-02;3.43E-02;7.32E-02;7.32E-02;7.32E-02;7.32E-02;1.71E-01;1.71E-01;1.71E-01;1.71E-01;8.68E-01;8.68E-01;8.68E-01;8.68E-01;1.65E-01;1.65E-01;1.65E-01;1.65E-01;-8.55E-02;-8.55E-02;8.55E-02;8.55E-02;8.55E-38;8.55E-38;3.43E-02;3.43E-02
6.07E-01;3.90E-38;-3.90E-38;3.90E-38;-3.90E-38;6.98E-10;9.31E-10;3.45E-02;3.45E-02;7.24E-02;7.24E-02;7.24E-02;7.24E-02;1.69E-01;1.69E-01;1.69E-01;1.69E-01;8.70E-01;8.70E-01;8.70E-01;8.70E-01;1.67E-01;1.67E-01;1.67E-01;1.67E-01;-8.44E-02;-8.44E-02;8.44E-02;8.44E-02;8.44E-38;8.44E-38;3.45E-02;3.45E-02
6.08E-01;3.85E-38;-3.85E-38;3.85E-38;-3.85E-38;0;0;3.47E-02;3.47E-02;7.15E-02;7.15E-02;7.15E-02;7.15E-02;1.67E-01;1.67E-01;1.67E-01;1.67E-01;8.71E-01;8.71E-01;8.71E-01;8.71E-01;1.68E-01;1.68E-01;1.68E-01;1.68E-01;-8.34E-02;-8.34E-02;8.34E-02;8.34E-02;8.34E-38;8.34E-38;3.47E-02;3.47E-02
6.09E-01;3.81E-38;-3.81E-38;3.81E-38;-3.81E-38;9.31E-10;9.31E-10;3.48E-02;3.48E-02;7.06E-02;7.06E-02;7.06E-02;7.06E-02;1.65E-01;1.65E-01;1.65E-01;1.65E-01;8.72E-01;8.72E-01;8.72E-01;8.72E-01;1.70E-01;1.70E-01;1.70E-01;1.70E-01;-8.24E-02;-8.24E-02;8.24E-02;8.24E-02;8.24E-38;8.24E-38;3.48E-02;3.48E-02
6.10E-01;3.76E-38;-3.76E-38;3.76E-38;-3.76E-38;0;0;3.50E-02;3.50E-02;6.98E-02;6.98E-02;6.98E-02;6.98E-02;1.63E-01;1.63E-01;1.63E-01;1.63E-01;8.73E-01;8.73E-01;8.73E-01;8.73E-01;1.72E-01;1.72E-01;1.72E-01;1.72E-01;-8.14E-02;-8.14E-02;8.14E-02;8.14E-02;8.14E-38;8.14E-38;3.50E-02;3.50E-02
6.11E-01;3.71E-38;-3.71E-38;3.71E-38;-3.71E-38;0;0;3.52E-02;3.52E-02;6.90E-02;6.90E-02;6.90E-02;6.90E-02;1.61E-01;1.61E-01;1.61E-01;1.61E-01;8.74E-01;8.74E-01;8.74E-01;8.74E-01;1.73E-01;1.73E-01;1.73E-01;1.73E-01;-8.05E-02;-8.05E-02;8.05E-02;8.05E-02;8.05E-38;8.05E-38;3.52E-02;3.52E-02
6.12E-01;3.67E-38;-3.67E-38;3.67E-38;-3.67E-38;2.33E-10;0;3.53E-02;3.53E-02;6.81E-02;6.81E-02;6.81E-02;6.81E-02;1.59E-01;1.59E-01;1.59E-01;1.59E-01;8.75E-01;8.75E-01;8.75E-01;8.75E-01;1.75E-01;1.75E-01;1.75E-01;1.75E-01;-7.95E-02;-7.95E-02;7.95E-02;7.95E-02;7.95E-38;7.95E-38;3.53E-02;3.53E-02
6.13E-01;3.63E-38;-3.63E-38;3.63E-38;-3.63E-38;9.31E-10;9.31E-10;3.55E-02;3.55E-02;6.73E-02;6.73E-02;6.73E-02;6.73E-02;1.57E-01;1.57E-01;1.57E-01;1.57E-01;8.76E-01;8.76E-01;8.76E-01;8.76E-01;1.76E-01;1.76E-01;1.76E-01;1.76E-01;-7.86E-02;-7.86E-02;7.86E-02;7.86E-02;7.86E-38;7.86E-38;3.55E-02;3.55E-02
6.14E-01;3.58E-38;-3.58E-38;3.58E-38;-3.58E-38;2.33E-10;0;3.57E-02;3.57E-02;6.65E-02;6.65E-02;6.65E-02;6.65E-02;1.55E-01;1.55E-01;1.55E-01;1.55E-01;8.77E-01;8.77E-01;8.77E-01;8.77E-01;1.78E-01;1.78E-01;1.78E-01;1.78E-01;-7.76E-02;-7.76E-02;7.76E-02;7.76E-02;7.76E-38;7.76E-38;3.57E-02;3.57E-02
6.15E-01;3.54E-38;-3.54E-38;3.54E-38;-3.54E-38;1.16E-09;9.31E-10;3.58E-02;3.58E-02;6.58E-02;6.58E-02;6.58E-02;6.58E-02;1.53E-01;1.53E-01;1.53E-01;1.53E-01;8.78E-01;8.78E-01;8.78E-01;8.78E-01;1.80E-01;1.80E-01;1.80E-01;1.80E-01;-7.67E-02;-7.67E-02;7.67E-02;7.67E-02;7.67E-38;7.67E-38;3.58E-02;3.58E-02
6.16E-01;3.50E-38;-3.50E-38;3.50E-38;-3.50E-38;2.33E-10;0;3.60E-02;3.60E-02;6.50E-02;6.50E-02;6.50E-02;6.50E-02;1.52E-01;1.52E-01;1.52E-01;1.52E-01;8.79E-01;8.79E-01;8.79E-01;8.79E-01;1.81E-01;1.81E-01;1.81E-01;1.81E-01;-7.58E-02;-7.58E-02;7.58E-02;7.58E-02;7.58E-38;7.58E-38;3.60E-02;3.60E-02
6.17E-01;3.46E-38;-3.46E-38;3.46E-38;-3.46E-38;2.33E-10;0;3.62E-02;3.62E-02;6.42E-02;6.42E-02;6.42E-02;6.42E-02;1.50E-01;1.50E-01;1.50E-01;1.50E-01;8.80E-01;8.80E-01;8.80E-01;8.80E-01;1.83E-01;1.83E-01;1.83E-01;1.83E-01;-7.49E-02;-7.49E-02;7.49E-02;7.49E-02;7.49E-38;7.49E-38;3.62E-02;3.62E-02
6.18E-01;3.42E-38;-3.42E-38;3.42E-38;-3.42E-38;4.66E-10;0;3.63E-02;3.63E-02;6.35E-02;6.35E-02;6.35E-02;6.35E-02;1.48E-01;1.48E-01;1.48E-01;1.48E-01;8.81E-01;8.81E-01;8.81E-01;8.81E-01;1.85E-01;1.85E-01;1.85E-01;1.85E-01;-7.41E-02;-7.41E-02;7.41E-02;7.41E-02;7.41E-38;7.41E-38;3.63E-02;3.63E-02
6.19E-01;3.38E-38;-3.38E-38;3.38E-38;-3.38E-38;2.33E-10;0;3.65E-02;3.65E-02;6.27E-02;6.27E-02;6.27E-02;6.27E-02;1.46E-01;1.46E-01;1.46E-01;1.46E-01;8.82E-01;8.82E-01;8.82E-01;8.82E-01;1.87E-01;1.87E-01;1.87E-01;1.87E-01;-7.32E-02;-7.32E-02;7.32E-02;7.32E-02;7.32E-38;7.32E-38;3.65E-02;3.65E-02
6.20E-01;3.34E-38;-3.34E-38;3.34E-38;-3.34E-38;2.33E-10;0;3.67E-02;3.67E-02;6.20E-02;6.20E-02;6.20E-02;6.20E-02;1.45E-01;1.45E-01;1.45E-01;1.45E-01;8.83E-01;8.83E-01;8.83E-01;8.83E-01;1.88E-01;1.88E-01;1.88E-01;1.88E-01;-7.23E-02;-7.23E-02;7.23E-02;7.23E-02;7.23E-38;7.23E-38;3.67E-02;3.67E-02
6.21E-01;3.30E-38;-3.30E-38;3.30E-38;-3.30E-38;1.40E-09;1.86E-09;3.68E-02;3.68E-02;6.13E-02;6.13E-02;6.13E-02;6.13E-02;1.43E-01;1.43E-01;1.43E-01;1.43E-01;8.84E-01;8.84E-01;8.84E-01;8.84E-01;1.90E-01;1.90E-01;1.90E-01;1.90E-01;-7.15E-02;-7.15E-02;7.15E-02;7.15E-02;7.15E-38;7.15E-38;3.68E-02;3.68E-02
6.22E-01;3.26E-38;-3.26E-38;3.26E-38;-3.26E-38;1.40E-09;9.31E-10;3.70E-02;3.70E-02;6.06E-02;6.06E-02;6.06E-02;6.06E-02;1.41E-01;1.41E-01;1.41E-01;1.41E-01;8.85E-01;8.85E-01;8.85E-01;8.85E-01;1.92E-01;1.92E-01;1.92E-01;1.92E-01;-7.07E-02;-7.07E-02;7.07E-02;7.07E-02;7.07E-38;7.07E-38;3.70E-02;3.70E-02
6.23E-01;3.23E-38;-3.23E-38;3.23E-38;-3.23E-38;4.66E-10;9.31E-10;3.72E-02;3.72E-02;5.99E-02;5.99E-02;5.99E-02;5.99E-02;1.40E-01;1.40E-01;1.40E-01;1.40E-01;8.86E-01;8.86E-01;8.86E-01;8.86E-01;1.94E-01;1.94E-01;1.94E-01;1.94E-01;-6.99E-02;-6.99E-02;6.99E-02;6.99E-02;6.99E-38;6.99E-38;3.72E-02;3.72E-02
6.24E-01;3.19E-38;-3.19E-38;3.19E-38;-3.19E-38;4.66E-10;0;3.73E-02;3.73E-02;5.92E-02;5.92E-02;5.92E-02;5.92E-02;1.38E-01;1.38E-01;1.38E-01;1.38E-01;8.86E-01;8.86E-01;8.86E-01;8.86E-01;1.95E-01;1.95E-01;1.95E-01;1.95E-01;-6.91E-02;-6.91E-02;6.91E-02;6.91E-02;6.91E-38;6.91E-38;3.73E-02;3.73E-02
6.25E-01;3.15E-38;-3.15E-38;3.15E-38;-3.15E-38;-4.66E-10;0;3.75E-02;3.75E-02;5.85E-02;5.85E-02;5.85E-02;5.85E-02;1.37E-01;1.37E-01;1.37E-01;1.37E-01;8.87E-01;8.87E-01;8.87E-01;8.87E-01;1.97E-01;1.97E-01;1.97E-01;1.97E-01;-6.83E-02;-6.83E-02;6.83E-02;6.83E-02;6.83E-38;6.83E-38;3.75E-02;3.75E-02
6.26E-01;3.12E-38;-3.12E-38;3.12E-38;-3.12E-38;-4.66E-10;-9.31E-10;3.77E-02;3.77E-02;5.79E-02;5.79E-02;5.79E-02;5.79E-02;1.35E-01;1.35E-01;1.35E-01;1.35E-01;8.88E-01;8.88E-01;8.88E-01;8.88E-01;1.99E-01;1.99E-01;1.99E-01;1.99E-01;-6.75E-02;-6.75E-02;6.75E-02;6.75E-02;6.75E-38;6.75E-38;3.77E-02;3.77E-02
6.27E-01;3.08E-38;-3.08E-38;3.08E-38;-3.08E-38;4.66E-10;9.31E-10;3.78E-02;3.78E-02;5.72E-02;5.72E-02;5.72E-02;5.72E-02;1.33E-01;1.33E-01;1.33E-01;1.33E-01;8.89E-01;8.89E-01;8.89E-01;8.89E-01;2.01E-01;2.01E-01;2.01E-01;2.01E-01;-6.67E-02;-6.67E-02;6.67E-02;6.67E-02;6.67E-38;6.67E-38;3.78E-02;3.78E-02
6.28E-01;3.05E-38;-3.05E-38;3.05E-38;-3.05E-38;4.66E-10;0;3.80E-02;3.80E-02;5.66E-02;5.66E-02;5.66E-02;5.66E-02;1.32E-01;1.32E-01;1.32E-01;1.32E-01;8.90E-01;8.90E-01;8.90E-01;8.90E-01;2.02E-01;2.02E-01;2.02E-01;2.02E-01;-6.60E-02;-6.60E-02;6.60E-02;6.60E-02;6.60E-38;6.60E-38;3.80E-02;3.80E-02
6.29E-01;3.01E-38;-3.01E-38;3.01E-38;-3.01E-38;0;0;3.82E-02;3.82E-02;5.59E-02;5.59E-02;5.59E-02;5.59E-02;1.31E-01;1.31E-01;1.31E-01;1.31E-01;8.91E-01;8.91E-01;8.91E-01;8.91E-01;2.04E-01;2.04E-01;2.04E-01;2.04E-01;-6.53E-02;-6.53E-02;6.53E-02;6.53E-02;6.53E-38;6.53E-38;3.82E-02;3.82E-02
6.30E-01;2.98E-38;-2.98E-38;2.98E-38;-2.98E-38;-4.66E-10;-9.31E-10;3.83E-02;3.83E-02;5.53E-02;5.53E-02;5.53E-02;5.53E-02;1.29E-01;1.29E-01;1.29E-01;1.29E-01;8.92E-01;8.92E-01;8.92E-01;8.92E-01;2.06E-01;2.06E-01;2.06E-01;2.06E-01;-6.45E-02;-6.45E-02;6.45E-02;6.45E-02;6.45E-38;6.45E-38;3.83E-02;3.83E-02
6.31E-01;2.95E-38;-2.95E-38;2.95E-38;-2.95E-38;-4.66E-10;0;3.85E-02;3.85E-02;5.47E-02;5.47E-02;5.47E-02;5.47E-02;1.28E-01;1.28E-01;1.28E-01;1.28E-01;8.93E-01;8.93E-01;8.93E-01;8.93E-01;2.08E-01;2.08E-01;2.08E-01;2.08E-01;-6.38E-02;-6.38E-02;6.38E-02;6.38E-02;6.38E-38;6.38E-38;3.85E-02;3.85E-02
6.32E-01;2.91E-38;-2.91E-38;2.91E-38;-2.91E-38;4.66E-10;0;3.87E-02;3.87E-02;5.41E-02;5.41E-02;5.41E-02;5.41E-02;1.26E-01;1.26E-01;1.26E-01;1.26E-01;8.93E-01;8.93E-01;8.93E-01;8.93E-01;2.10E-01;2.10E-01;2.10E-01;2.10E-01;-6.31E-02;-6.31E-02;6.31E-02;6.31E-02;6.31E-38;6.31E-38;3.87E-02;3.87E-02
6.33E-01;2.88E-38;-2.88E-38;2.88E-38;-2.88E-38;4.66E-10;9.31E-10;3.88E-02;3.88E-02;5.35E-02;5.35E-02;5.35E-02;5.35E-02;1.25E-01;1.25E-01;1.25E-01;1.25E-01;8.94E-01;8.94E-01;8.94E-01;8.94E-01;2.11E-01;2.11E-01;2.11E-01;2.11E-01;-6.24E-02;-6.24E-02;6.24E-02;6.24E-02;6.24E-38;6.24E-38;3.88E-02;3.88E-02
6.34E-01;2.85E-38;-2.85E-38;2.85E-38;-2.85E-38;9.31E-10;9.31E-10;3.90E-02;3.90E-02;5.29E-02;5.29E-02;5.29E-02;5.29E-02;1.23E-01;1.23E-01;1.23E-01;1.23E-01;8.95E-01;8.95E-01;8.95E-01;8.95E-01;2.13E-01;2.13E-01;2.13E-01;2.13E-01;-6.17E-02;-6.17E-02;6.17E-02;6.17E-02;6.17E-38;6.17E-38;3.90E-02;3.90E-02
6.35E-01;2.82E-38;-2.82E-38;2.82E-38;-2.82E-38;4.66E-10;0;3.92E-02;3.92E-02;5.23E-02;5.23E-02;5.23E-02;5.23E-02;1.22E-01;1.22E-01;1.22E-01;1.22E-01;8.96E-01;8.96E-01;8.96E-01;8.96E-01;2.15E-01;2.15E-01;2.15E-01;2.15E-01;-6.10E-02;-6.10E-02;6.10E-02;6.10E-02;6.10E-38;6.10E-38;3.92E-02;3.92E-02
6.36E-01;2.79E-38;-2.79E-38;2.79E-38;-2.79E-38;9.31E-10;9.31E-10;3.93E-02;3.93E-02;5.17E-02;5.17E-02;5.17E-02;5.17E-02;1.21E-01;1.21E-01;1.21E-01;1.21E-01;8.97E-01;8.97E-01;8.97E-01;8.97E-01;2.17E-01;2.17E-01;2.17E-01;2.17E-01;-6.03E-02;-6.03E-02;6.03E-02;6.03E-02;6.03E-38;6.03E-38;3.93E-02;3.93E-02
6.37E-01;2.76E-38;-2.76E-38;2.76E-38;-2.76E-38;9.31E-10;9.31E-10;3.95E-02;3.95E-02;5.11E-02;5.11E-02;5.11E-02;5.11E-02;1.19E-01;1.19E-01;1.19E-01;1.19E-01;8.97E-01;8.97E-01;8.97E-01;8.97E-01;2.19E-01;2.19E-01;2.19E-01;2.19E-01;-5.97E-02;-5.97E-02;5.97E-02;5.97E-02;5.97E-38;5.97E-38;3.95E-02;3.95E-02
6.38E-01;2.72E-38;-2.72E-38;2.72E-38;-2.72E-38;1.40E-09;1.86E-09;3.97E-02;3.97E-02;5.06E-02;5.06E-02;5.06E-02;5.06E-02;1.18E-01;1.18E-01;1.18E-01;1.18E-01;8.98E-01;8.98E-01;8.98E-01;8.98E-01;2.21E-01;2.21E-01;2.21E-01;2.21E-01;-5.90E-02;-5.90E-02;5.90E-02;5.90E-02;5.90E-38;5.90E-38;3.97E-02;3.97E-02
6.39E-01;2.70E-38;-2.70E-38;2.70E-38;-2.70E-38;0;0;3.98E-02;3.98E-02;5.00E-02;5.00E-02;5.00E-02;5.00E-02;1.17E-01;1.17E-01;1.17E-01;1.17E-01;8.99E-01;8.99E-01;8.99E-01;8.99E-01;2.22E-01;2.22E-01;2.22E-01;2.22E-01;-5.84E-02;-5.84E-02;5.84E-02;5.84E-02;5.84E-38;5.84E-38;3.98E-02;3.98E-02
